Time (s),Torque (Nm),Position (rad),Velocity (rad/s)
0.174644660,0,0,0
0.176641992,0,0,0
0.178641211,0,0,0
0.180585834,0,0,0
0.182575950,0,0,0
0.184642119,0,0,0
0.186642169,0,0,0
0.188643329,0,0,0
0.190641868,0,0,0
0.192649668,0,0,0
0.194650759,0,0,0
0.196586380,0,0,0
0.198579984,0,0,0
0.200576165,0,0,0
0.202650041,0,0,0
0.204642107,0,0,0
0.206639394,0,0,0
0.208648447,0,0,0
0.210567253,0,0,0
0.212642472,0,0,0
0.214637099,0,0,0
0.216643930,0,0,0
0.218636594,0,0,0
0.220638397,0,0,0
0.222641387,0,0,0
0.224646251,0,0,0
0.226579445,0,0,0
0.228639596,0,0,0
0.230641738,0,0,0
0.232644419,0,0,0
0.234637791,0,0,0
0.236638048,0,0,0
0.238638879,0,0,0
0.240640689,0,0,0
0.242640511,0,0,0
0.244636604,0,0,0
0.246644486,0,0,0
0.248579713,0,0,0
0.250579045,0,0,0
0.252625173,0,0,0
0.254579294,0,0,0
0.256643134,0,0,0
0.258634837,0,0,0
0.260635209,0,0,0
0.262578170,0,0,0
0.264638939,0,0,0
0.266578772,0,0,0
0.268626632,0,0,0
0.270647069,0,0,0
0.272634037,0,0,0
0.274650984,0,0,0
0.276624469,0,0,0
0.278656244,0,0,0
0.280586811,0,0,0
0.282578742,0,0,0
0.284625131,0,0,0
0.286636447,0,0,0
0.288622977,0,0,0
0.290636425,0,0,0
0.292626297,0,0,0
0.294638239,0,0,0
0.296567600,0,0,0
0.298579054,0,0,0
0.300629344,0,0,0
0.302643442,0,0,0
0.304639900,0,0,0
0.306638392,0,0,0
0.308622075,0,0,0
0.310646332,0,0,0
0.312622187,0,0,0
0.314586227,0,0,0
0.316623974,0,0,0
0.318654404,0,0,0
0.320623890,0,0,0
0.322578129,0,0,0
0.324629663,0,0,0
0.326651018,0,0,0
0.328562646,0,0,0
0.330563637,0,0,0
0.332588300,0,0,0
0.334577042,0,0,0
0.336579305,0,0,0
0.338562504,0,0,0
0.340561495,0,0,0
0.342561272,0,0,0
0.344562575,0,0,0
0.346564142,0,0,0
0.348577249,0,0,0
0.351780049,0,0,0
0.353577314,0,0,0
0.355560141,0,0,0
0.357579117,0,0,0
0.359560937,0,0,0
0.361638640,0,0,0
0.363560212,0,0,0
0.365662727,0,0,0
0.367559822,0,0,0
0.369623942,0,0,0
0.371559679,0,0,0
0.373623391,0,0,0
0.375559649,0,0,0
0.377665543,0,0,0
0.379559545,0,0,0
0.381647086,0,0,0
0.383560186,0,0,0
0.385622736,0,0,0
0.387562028,0,0,0
0.389641477,0,0,0
0.391560262,0,0,0
0.393622726,0,0,0
0.395560309,0,0,0
0.397638537,0,0,0
0.399560078,0,0,0
0.401640409,0,0,0
0.403560108,0,0,0
0.405639452,0,0,0
0.407560041,0,0,0
0.409641012,0,0,0
0.411559791,0,0,0
0.413619902,0,0,0
0.415559949,0,0,0
0.417639859,0,0,0
0.419559805,0,0,0
0.421703333,0,0,0
0.423559524,0,0,0
0.425636565,0,0,0
0.427560132,0,0,0
0.429636123,0,0,0
0.431560041,0,0,0
0.433636841,0,0,0
0.435559990,0,0,0
0.437648306,0,0,0
0.439559509,0,0,0
0.441640956,0,0,0
0.443559558,0,0,0
0.445638650,0,0,0
0.447559409,0,0,0
0.449638056,0,0,0
0.451559530,0,0,0
0.453639005,0,0,0
0.455559466,0,0,0
0.457642134,0,0,0
0.459559434,0,0,0
0.461647455,0,0,0
0.463560483,0,0,0
0.465638518,0,0,0
0.467559354,0,0,0
0.469634412,0,0,0
0.471559232,0,0,0
0.473645213,0,0,0
0.475559276,0,0,0
0.477638501,0,0,0
0.479559256,0,0,0
0.481636372,0,0,0
0.483559116,0,0,0
0.485637627,0,0,0
0.487559231,0,0,0
0.489646620,0,0,0
0.491558452,0,0,0
0.493633882,0,0,0
0.495559205,0,0,0
0.497639358,0,0,0
0.499558979,-1,-4.27786e-05,-0.0462485
0.501638257,0,-0.000138933,-0.0462417
0.503558976,0,-0.00022773,-0.0462266
0.505633397,0,-0.000323584,-0.046201
0.507559152,0,-0.00041251,-0.0461683
0.509571895,0,-0.000505371,-0.0461253
0.511558043,0,-0.000596907,-0.0460738
0.513578596,0,-0.00068991,-0.0460124
0.515558902,0,-0.000780927,-0.0459431
0.517575942,0,-0.000873477,-0.0458636
0.519575554,0,-0.000965055,-0.0457757
0.521637547,0,-0.00105929,-0.0456757
0.523558695,0,-0.0011469,-0.0455738
0.525637916,0,-0.00124147,-0.0454545
0.527558660,0,-0.0013286,-0.0453354
0.529638255,0,-0.00142267,-0.0451975
0.531558690,0,-0.00150927,-0.0450615
0.533649766,0,-0.00160326,-0.0449043
0.535557825,0,-0.00168872,-0.0447522
0.537636987,0,-0.00178149,-0.0445776
0.539558502,0,-0.00186691,-0.0444077
0.541653907,0,-0.00195966,-0.0442135
0.543557804,0,-0.00204357,-0.0440285
0.545637957,0,-0.00213483,-0.0438177
0.547559343,0,-0.00221873,-0.0436145
0.549643688,0,-0.00230928,-0.0433853
0.551557927,0,-0.00239201,-0.0431666
0.553635171,0,-0.0024813,-0.0429206
0.555558303,0,-0.0025635,-0.0426846
0.557636148,0,-0.00265178,-0.0424211
0.559558342,0,-0.00273296,-0.0421691
0.561636002,0,-0.00282014,-0.0418884
0.563559246,0,-0.00290032,-0.0416205
0.565639539,0,-0.00298643,-0.0413223
0.567558127,0,-0.00306531,-0.0410394
0.569635329,0,-0.00315007,-0.040725
0.571558235,0,-0.00322795,-0.040426
0.573639279,0,-0.00331156,-0.0400944
0.575557693,0,-0.00338803,-0.039781
0.577650713,0,-0.00347074,-0.039431
0.579570725,0,-0.00354597,-0.0391024
0.581567518,0,-0.00362353,-0.0387532
0.583559051,0,-0.00370018,-0.0383973
0.585646980,0,-0.00377975,-0.0380164
0.587557256,0,-0.00385187,-0.0376605
0.589654748,0,-0.00393023,-0.0372622
0.591557409,0,-0.00400061,-0.0368938
0.593656913,0,-0.00407741,-0.0364798
0.595558110,0,-0.00414622,-0.036098
0.597623783,0,-0.00422014,-0.035676
0.599559246,0,-0.0042886,-0.0352737
0.601558470,0,-0.00435849,-0.0348515
0.603558231,0,-0.00442754,-0.0344223
0.605571415,0,-0.00449618,-0.0339834
0.607557242,0,-0.00456301,-0.0335438
0.609557713,0,-0.00462944,-0.0330944
0.611563473,0,-0.00469513,-0.0326374
0.613575300,0,-0.00476009,-0.0321724
0.615557950,0,-0.00482319,-0.031708
0.617655441,0,-0.00488891,-0.0312101
0.619557157,0,-0.00494761,-0.0307527
0.621667981,0,-0.00501171,-0.0302388
0.623557011,0,-0.00506817,-0.0297731
0.625638443,0,-0.00512934,-0.0292541
0.627557750,0,-0.00518479,-0.0287699
0.629635844,0,-0.00524375,-0.0282399
0.631557420,0,-0.0052973,-0.0277444
0.633645382,0,-0.00535438,-0.0272004
0.635556764,0,-0.00540565,-0.0266972
0.637634310,0,-0.00546025,-0.026145
0.639557464,0,-0.00550979,-0.0256287
0.641636861,0,-0.0055622,-0.0250654
0.643557495,0,-0.00560959,-0.0245403
0.645636811,0,-0.00565972,-0.0239669
0.647557199,0,-0.00570497,-0.0234327
0.649634845,0,-0.00575275,-0.0228501
0.651557257,0,-0.0057959,-0.0223067
0.653636186,0,-0.00584135,-0.0217145
0.655557009,0,-0.00588226,-0.0211632
0.657632032,0,-0.00592524,-0.0205634
0.659557202,0,-0.00596402,-0.0200029
0.661639244,0,-0.00600472,-0.0193928
0.663557214,0,-0.0060411,-0.0188271
0.665639486,0,-0.00607933,-0.0182091
0.667557216,0,-0.00611343,-0.0176364
0.669639591,0,-0.00614918,-0.0170111
0.671556343,0,-0.00618095,-0.0164322
0.673636005,0,-0.00621414,-0.0158008
0.675574135,0,-0.00624391,-0.0152094
0.677634657,0,-0.00627427,-0.0145776
0.679557124,0,-0.00630144,-0.0139853
0.681638310,0,-0.00632954,-0.0133413
0.683556363,0,-0.00635427,-0.0127452
0.685638425,0,-0.0063798,-0.0120956
0.687556955,0,-0.00640214,-0.0114947
0.689656118,0,-0.00642523,-0.010835
0.691556305,0,-0.00644496,-0.0102356
0.693635518,0,-0.00646522,-0.00957782
0.695557586,0,-0.00648275,-0.00896788
0.697570224,0,-0.00649983,-0.00832748
0.699557304,0,-0.00651543,-0.00769359
0.701570482,0,-0.00652995,-0.00704985
0.703570355,0,-0.00654309,-0.00640898
0.705588050,0,-0.00655504,-0.00576112
0.707557180,0,-0.00656545,-0.00512774
0.709569804,0,-0.00657479,-0.00447937
0.711555769,0,-0.00658273,-0.00383872
0.713573342,0,-0.00658949,-0.00318711
0.715556426,0,-0.00659485,-0.00254602
0.717574678,0,-0.006599,-0.00189305
0.719557341,0,-0.0066018,-0.00125123
0.721635758,0,-0.00660335,-0.00057816
0.723571672,0,-0.00660356,4.88792e-05
0.725637326,0,-0.00660242,0.000717928
0.727556600,0,-0.00660015,0.00133943
0.729640846,0,-0.0065963,0.00201408
0.731557715,0,-0.00659155,0.00263418
0.733574227,0,-0.00658525,0.00328599
0.735556425,0,-0.00657778,0.00392608
0.737637869,0,-0.00656856,0.0045974
0.739571141,0,-0.00655877,0.00522005
0.741632455,0,-0.00654698,0.0058829
0.743556362,0,-0.00653477,0.00650043
0.745637811,0,-0.0065202,0.00716723
0.747556304,0,-0.00650557,0.00778046
0.749638367,0,-0.00648833,0.0084444
0.751555690,0,-0.00647126,0.0090542
0.753633647,0,-0.00645142,0.00971327
0.755572797,0,-0.00643169,0.0103264
0.757635426,0,-0.00640939,0.0109766
0.759556113,0,-0.00638743,0.0115799
0.761641629,0,-0.00636226,0.0122327
0.763561674,0,-0.00633791,0.0128313
0.765632660,0,-0.00631034,0.0134744
0.767556104,0,-0.00628356,0.0140691
0.769638053,0,-0.00625327,0.01471
0.771555992,0,-0.00622421,0.0152976
0.773618164,0,-0.00619169,0.0159264
0.775555853,0,-0.00615997,0.0165141
0.777574073,0,-0.00612572,0.0171231
0.779555814,0,-0.0060909,0.0177177
0.781632692,0,-0.00605314,0.0183372
0.783555143,0,-0.00601706,0.0189071
0.785639716,0,-0.00597669,0.0195214
0.787555884,0,-0.00593847,0.0200822
0.789636177,0,-0.00589575,0.0206871
0.791555907,0,-0.00585524,0.0212413
0.793637997,0,-0.00581008,0.0218381
0.795555173,0,-0.00576743,0.0223835
0.797573620,0,-0.00572138,0.0229533
0.799555599,0,-0.00567506,0.0235084
0.801632235,0,-0.00562534,0.0240852
0.803556195,0,-0.00557824,0.024615
0.805639521,0,-0.00552607,0.0251837
0.807555539,0,-0.00547707,0.0257019
0.809652062,0,-0.0054223,0.0262637
0.811554945,0,-0.0053716,0.0267686
0.813631810,0,-0.00531516,0.0273144
0.815555419,0,-0.00526189,0.0278147
0.817633300,0,-0.00520326,0.0283495
0.819555550,0,-0.00514806,0.0288388
0.821655966,0,-0.00508665,0.0293676
0.823554718,0,-0.00503022,0.02984
0.825636619,0,-0.00496729,0.0303521
0.827555553,0,-0.00490838,0.0308182
0.829637640,0,-0.00484343,0.0313179
0.831555399,0,-0.00478271,0.031772
0.833644951,0,-0.00471556,0.0322605
0.835554569,0,-0.00465332,0.0327008
0.837633515,0,-0.0045846,0.0331735
0.839555378,0,-0.00452022,0.0336042
0.841643157,0,-0.00444934,0.0340653
0.843554667,0,-0.00438363,0.0344809
0.845634119,0,-0.00431123,0.0349262
0.847554954,0,-0.00424356,0.0353308
0.849633902,0,-0.00416943,0.0357616
0.851555168,0,-0.00410016,0.0361529
0.853640286,0,-0.00402412,0.0365703
0.855554440,0,-0.00395358,0.0369465
0.857635079,0,-0.00387608,0.037348
0.859555072,0,-0.00380385,0.0377114
0.861632320,0,-0.00372491,0.0380969
0.863555533,0,-0.00365114,0.0384466
0.865651974,0,-0.00356995,0.0388199
0.867554455,0,-0.00349562,0.0391514
0.869636506,0,-0.00341355,0.0395063
0.871554853,0,-0.0033373,0.0398257
0.873622322,0,-0.00325444,0.040162
0.875555056,0,-0.00317637,0.0404687
0.877631943,0,-0.00309182,0.0407901
0.879554793,0,-0.00301297,0.0410799
0.881643760,0,-0.00292667,0.0413864
0.883554326,0,-0.00284721,0.0416588
0.885637576,0,-0.00275997,0.0419475
0.887554666,0,-0.00267918,0.0422052
0.889633762,0,-0.00259101,0.0424761
0.891554808,0,-0.00250906,0.0427183
0.893572552,0,-0.00242249,0.0429645
0.895554543,0,-0.00233699,0.043198
0.897637076,0,-0.00224665,0.0434344
0.899554717,0,-0.00216306,0.0436438
0.901635299,0,-0.00207191,0.0438622
0.903554529,0,-0.00198745,0.0440553
0.905575306,0,-0.00189813,0.0442501
0.907554479,0,-0.00181028,0.0444322
0.909637190,0,-0.00171745,0.0446148
0.911554838,0,-0.00163167,0.0447743
0.913672679,0,-0.00153658,0.0449413
0.915554007,0,-0.00145183,0.0450812
0.917633862,0,-0.00135784,0.0452269
0.919554724,0,-0.00127078,0.0453528
0.921648638,0,-0.00117561,0.0454809
0.923553959,0,-0.0010888,0.0455887
0.925643177,0,-0.000993384,0.0456979
0.927554665,0,-0.000905902,0.045789
0.929631332,0,-0.000810672,0.0458788
0.931553812,0,-0.000722363,0.0459532
0.933568828,0,-0.000629661,0.0460223
0.935553521,0,-0.000538231,0.0460813
0.937568551,0,-0.000445298,0.0461323
0.939553448,0,-0.000353668,0.0461734
0.941569082,0,-0.000260549,0.046206
0.943553533,0,-0.00016882,0.0462292
0.945568537,0,-7.56447e-05,0.0462436
0.947553415,0,1.61519e-05,0.0462487
0.949568395,0,0.000109337,0.0462448
0.951553340,0,0.000201113,0.0462319
0.953568314,0,0.000294236,0.0462097
0.955553238,0,0.000385914,0.0461788
0.957568585,0,0.000478921,0.0461384
0.959553220,0,0.000570417,0.0460896
0.961568389,0,0.000663208,0.0460309
0.963553173,0,0.000754471,0.0459641
0.965568309,0,0.00084698,0.0458872
0.967553218,0,0.000937937,0.0458026
0.969568230,0,0.00103009,0.0457076
0.971553047,0,0.00112066,0.0456051
0.973568235,0,0.00121239,0.045492
0.975553032,0,0.0013025,0.0453718
0.977568009,0,0.00139373,0.0452408
0.979553032,0,0.00148333,0.0451029
0.981568018,0,0.00157399,0.0449541
0.983552966,0,0.00166299,0.0447987
0.985568236,0,0.00175302,0.0446321
0.987552872,0,0.00184134,0.0444593
0.989567833,0,0.00193065,0.0442751
0.991552885,0,0.00201826,0.044085
0.993568066,0,0.00210679,0.0438833
0.995552923,0,0.00219359,0.043676
0.997567861,0,0.00228126,0.0434571
0.999552947,1,0.0024156,0.0924302
1.001568660,0,0.00260155,0.0921867
1.003552796,0,0.00278408,0.0919291
1.005567849,0,0.0029689,0.0916494
1.007552680,0,0.00315037,0.0913559
1.009567912,0,0.003334,0.09104
1.011552779,0,0.00351422,0.090711
1.013567583,0,0.00369645,0.0903592
1.015552590,0,0.00387528,0.0899949
1.017567599,0,0.00405603,0.0896074
1.019552496,0,0.0042333,0.0892082
1.021568762,0,0.00441253,0.0887851
1.023552497,0,0.00458802,0.0883515
1.025567720,0,0.00476537,0.0878936
1.027552469,0,0.00493913,0.0874254
1.029567760,0,0.00511457,0.0869329
1.031552475,0,0.00528636,0.0864308
1.033567947,0,0.00545977,0.0859039
1.035552453,0,0.00562945,0.0853683
1.037567713,0,0.00580064,0.0848076
1.039552418,0,0.00596812,0.0842388
1.041567756,0,0.00613699,0.0836447
1.043552391,0,0.0063021,0.0830433
1.045567348,0,0.00646848,0.0824163
1.047552269,0,0.00663113,0.0817826
1.049567272,0,0.00679493,0.0811231
1.051552255,0,0.00695497,0.0804576
1.053567319,0,0.00711605,0.0797662
1.055552207,0,0.00727335,0.0790696
1.057552208,0,0.00743041,0.0783522
1.059552153,0,0.00758601,0.0776195
1.061567472,0,0.0077413,0.0768658
1.063552127,0,0.00789273,0.0761085
1.065567204,0,0.00804491,0.0753246
1.067551994,0,0.00819325,0.0745378
1.069566980,0,0.00834221,0.0737243
1.071551982,0,0.00848734,0.0729086
1.073567049,0,0.00863299,0.0720661
1.075552029,0,0.00877478,0.0712221
1.077570770,0,0.00891724,0.0703497
1.079551956,0,0.00905533,0.0694798
1.081566890,0,0.00919397,0.0685814
1.083551901,0,0.00932877,0.067683
1.085566857,0,0.00946375,0.0667576
1.087551863,0,0.00959489,0.065833
1.089566832,0,0.0097261,0.0648815
1.091551761,0,0.00985348,0.0639314
1.093566538,0,0.00998081,0.0629545
1.095551852,0,0.0101043,0.0619796
1.097567490,0,0.0102278,0.0609776
1.099551725,0,0.0103473,0.0599792
1.101566664,0,0.0104666,0.0589536
1.103551735,0,0.0105821,0.0579317
1.105566482,0,0.0106972,0.0568831
1.107551661,0,0.0108086,0.0558388
1.109566333,0,0.0109195,0.054768
1.111551573,0,0.0110266,0.0537021
1.113567467,0,0.0111332,0.0526092
1.115551655,0,0.011236,0.0515231
1.117566389,0,0.0113381,0.0504102
1.119551524,0,0.0114365,0.0493039
1.121566205,0,0.0115342,0.0481713
1.123551500,0,0.0116281,0.0470458
1.125566498,0,0.0117212,0.0458943
1.127551332,0,0.0118106,0.044751
1.129566623,0,0.011899,0.0435813
1.131551351,0,0.0119838,0.0424209
1.133566565,0,0.0120675,0.0412343
1.135551356,0,0.0121475,0.0400576
1.137566355,0,0.0122264,0.038855
1.139551310,0,0.0123018,0.0376628
1.141566508,0,0.0123759,0.036445
1.143551216,0,0.0124464,0.0352385
1.145566555,0,0.0125155,0.0340065
1.147551291,0,0.0125812,0.0327865
1.149566338,0,0.0126454,0.0315414
1.151551118,0,0.0127062,0.0303089
1.153566333,0,0.0127654,0.0290515
1.155551148,0,0.0128212,0.0278074
1.157566176,0,0.0128753,0.0265388
1.159551079,0,0.0129261,0.0252841
1.161566297,0,0.0129751,0.0240052
1.163551211,0,0.0130209,0.0227409
1.165565740,0,0.0130647,0.0214532
1.167550955,0,0.0131054,0.02018
1.169565878,0,0.0131441,0.0188839
1.171550944,0,0.0131797,0.0176032
1.173566053,0,0.0132132,0.0162997
1.175550811,0,0.0132437,0.0150126
1.177566074,0,0.0132719,0.0137028
1.179550867,0,0.0132972,0.0124102
1.181565719,0,0.0133202,0.0110955
1.183550767,0,0.0133403,0.00979807
1.185565759,0,0.0133581,0.00847916
1.187550628,0,0.013373,0.00717831
1.189565742,0,0.0133854,0.00585622
1.191550665,0,0.0133951,0.00455279
1.193565490,0,0.0134023,0.00322884
1.195550657,0,0.0134068,0.00192374
1.197565403,0,0.0134086,0.000598818
1.199550541,0,0.0134079,-0.000706752
1.201565857,0,0.0134044,-0.00203203
1.203550528,0,0.0133985,-0.00333676
1.205565607,0,0.0133897,-0.00466082
1.207550555,0,0.0133786,-0.00596417
1.209565828,0,0.0133645,-0.00728626
1.211550471,0,0.0133481,-0.00858683
1.213565424,0,0.0133288,-0.00990558
1.215550320,0,0.0133073,-0.0112027
1.217565266,0,0.0132827,-0.0125173
1.219550340,0,0.0132559,-0.0138099
1.221565299,0,0.0132261,-0.0151193
1.223550381,0,0.0131942,-0.0164063
1.225565294,0,0.0131592,-0.0177094
1.227550352,0,0.0131221,-0.0189898
1.229565035,0,0.0130819,-0.0202855
1.231550382,0,0.0130397,-0.0215583
1.233565329,0,0.0129943,-0.022846
1.235550196,0,0.0129471,-0.0241099
1.237565468,0,0.0128966,-0.0253884
1.239550205,0,0.0128443,-0.0266426
1.241565159,0,0.0127887,-0.0279107
1.243550127,0,0.0127315,-0.0291544
1.245565397,0,0.0126708,-0.0304114
1.247550138,0,0.0126086,-0.0316434
1.249565071,0,0.012543,-0.0328879
1.251550072,0,0.0124759,-0.0341075
1.253565101,0,0.0124053,-0.0353388
1.255549981,0,0.0123333,-0.0365448
1.257564930,0,0.0122579,-0.0377619
1.259550003,0,0.0121811,-0.0389535
1.261564983,0,0.0121008,-0.0401554
1.263549906,0,0.0120194,-0.0413316
1.265564978,0,0.0119343,-0.0425174
1.267549907,0,0.0118482,-0.0436772
1.269565189,0,0.0117584,-0.0448462
1.271549855,0,0.0116677,-0.0459886
1.273564359,0,0.0115733,-0.0471392
1.275549776,0,0.011478,-0.0482639
1.277564564,0,0.0113791,-0.0493958
1.279549765,0,0.0112794,-0.0505014
1.281564608,0,0.0111759,-0.0516135
1.283549612,0,0.0110719,-0.0526991
1.285564950,0,0.010964,-0.0537909
1.287551727,0,0.0108555,-0.0548567
1.289565027,0,0.0107435,-0.055926
1.291550064,0,0.0106309,-0.0569693
1.293564864,0,0.0105145,-0.058017
1.295549986,0,0.0103979,-0.059038
1.297564612,0,0.0102774,-0.0600625
1.299549491,0,0.0101567,-0.0610601
1.301564662,0,0.0100321,-0.062061
1.303549620,0,0.00990746,-0.0630347
1.305564963,0,0.00977894,-0.0640109
1.307549561,0,0.0096505,-0.0649597
1.309564545,0,0.00951816,-0.0659102
1.311549466,0,0.00938596,-0.0668337
1.313568997,0,0.00924958,-0.06776
1.315549404,0,0.00911406,-0.0686552
1.317564405,0,0.00897436,-0.0695526
1.319549271,0,0.00883501,-0.0704229
1.321564285,0,0.00869179,-0.0712926
1.323549234,0,0.00854902,-0.0721354
1.325564355,0,0.00840239,-0.0729767
1.327549237,0,0.00825632,-0.0737912
1.329564537,0,0.00810638,-0.0746037
1.331549289,0,0.00795714,-0.0753892
1.333549700,0,0.00780516,-0.0761662
1.335549226,0,0.00765172,-0.076928
1.337564100,0,0.00749558,-0.0776803
1.339549153,0,0.0073403,-0.0784064
1.341564283,0,0.00718121,-0.079128
1.343549042,0,0.00702312,-0.0798233
1.345564061,0,0.00686123,-0.0805134
1.347549094,0,0.00670042,-0.0811775
1.349563811,0,0.00653587,-0.0818356
1.351548972,0,0.00637247,-0.0824681
1.353564146,0,0.00620534,-0.0830938
1.355548942,0,0.00603952,-0.0836939
1.357564017,0,0.00586997,-0.0842867
1.359548939,0,0.00570182,-0.0848541
1.361563748,0,0.00553001,-0.0854133
1.363548908,0,0.00535965,-0.0859477
1.365563821,0,0.00518568,-0.0864731
1.367548812,0,0.00501328,-0.0869738
1.369563833,0,0.00483729,-0.0874649
1.371548690,0,0.00466298,-0.0879316
1.373563807,0,0.0044851,-0.0883881
1.375548832,0,0.004309,-0.0888205
1.377563738,0,0.0041294,-0.089242
1.379551304,0,0.00395143,-0.0896402
1.381563516,0,0.00377047,-0.0900258
1.383548607,0,0.00359122,-0.0903885
1.385563589,0,0.00340855,-0.0907389
1.387548622,0,0.00322794,-0.0910664
1.389563306,0,0.003044,-0.0913809
1.391548487,0,0.00286215,-0.0916729
1.393563454,0,0.00267701,-0.0919512
1.395548515,0,0.0024941,-0.0922074
1.397563376,0,0.00230794,-0.0924493
1.399548526,0,0.00212409,-0.0926695
1.401563316,0,0.00193707,-0.0928748
1.403548472,0,0.00175242,-0.0930589
1.405563410,0,0.00156465,-0.0932275
1.407548320,0,0.00137938,-0.0933753
1.409563132,0,0.00119105,-0.093507
1.411548322,0,0.00100525,-0.0936184
1.413563245,0,0.000816472,-0.0937131
1.415548308,0,0.000630332,-0.0937881
1.417563098,0,0.000441279,-0.0938457
1.419548344,0,0.000254912,-0.0938842
1.421563304,0,6.57063e-05,-0.0939047
1.423549555,0,-0.000120817,-0.0939066
1.425563252,0,-0.000309894,-0.09389
1.427548297,0,-0.000496221,-0.0938553
1.429568650,0,-0.000685762,-0.0938014
1.431548206,0,-0.000871344,-0.0937303
1.433569090,0,-0.00106063,-0.0936393
1.435549188,0,-0.00124588,-0.0935318
1.437629702,0,-0.00144028,-0.0933997
1.439549430,0,-0.00161938,-0.0932599
1.441630230,0,-0.00181317,-0.0930897
1.443549198,0,-0.00199156,-0.0929148
1.445625897,0,-0.00218419,-0.092707
1.447548204,0,-0.0023621,-0.0924969
1.449635854,0,-0.00255482,-0.0922501
1.451549116,0,-0.00273097,-0.0920062
1.453638318,0,-0.00292275,-0.0917214
1.455548152,0,-0.00309752,-0.0914436
1.457629413,0,-0.00328734,-0.0911225
1.459548881,0,-0.0034618,-0.0908089
1.461628262,0,-0.00365007,-0.090451
1.463549414,0,-0.00382334,-0.090103
1.465636064,0,-0.00401074,-0.0897069
1.467547790,0,-0.00418169,-0.0893268
1.469637877,0,-0.00436771,-0.0888933
1.471548826,0,-0.00453699,-0.08848
1.473628553,0,-0.00472028,-0.0880125
1.475548874,0,-0.00488865,-0.0875639
1.477575392,0,-0.00506535,-0.0870736
1.479547554,0,-0.00523635,-0.0865794
1.481566916,0,-0.00541039,-0.0860565
1.483548754,0,-0.00558015,-0.0855265
1.485626212,0,-0.00575694,-0.0849533
1.487548747,0,-0.00591948,-0.0844066
1.489629007,0,-0.00609412,-0.0837982
1.491548697,0,-0.00625416,-0.0832206
1.493626081,0,-0.00642604,-0.0825789
1.495548168,0,-0.00658389,-0.0819694
1.497626669,0,-0.00675321,-0.0812938
1.499548809,-1,-0.00695065,-0.126538
1.501628686,0,-0.00721272,-0.125822
1.503548526,0,-0.0074533,-0.125137
1.505567608,0,-0.00770483,-0.124393
1.507547766,0,-0.00795003,-0.123639
1.509627650,0,-0.00820591,-0.122821
1.511548519,0,-0.00844072,-0.122042
1.513646603,0,-0.0086954,-0.121167
1.515547548,0,-0.00892457,-0.120351
1.517627929,0,-0.00917352,-0.119434
1.519548390,0,-0.00940164,-0.118565
1.521628906,0,-0.00964681,-0.117599
1.523548409,0,-0.00987123,-0.116685
1.525639419,0,-0.0101136,-0.115667
1.527547415,0,-0.010333,-0.114715
1.529626142,0,-0.0105698,-0.113655
1.531548171,0,-0.0107868,-0.112654
1.533643981,0,-0.0110211,-0.111539
1.535547267,0,-0.0112319,-0.110505
1.537642897,0,-0.0114617,-0.109345
1.539547986,0,-0.0116685,-0.108269
1.541644307,0,-0.0118935,-0.107063
1.543547910,0,-0.0120958,-0.105948
